"age","male","race","hrs_per_wk","wkswork","incwage","ed_lt_hs","ed_some_hs","ed_hs_degree","ed_some_col","ed_ba_degree","ed_post_degree"
37,0,"white",40,52,61000,0,0,1,0,0,0
39,1,"white",60,44,57000,0,0,1,0,0,0
40,0,"white",38,11,4000,0,0,0,1,0,0
43,1,"white",0,0,0,0,0,1,0,0,0
42,0,"white",0,0,0,0,0,1,0,0,0
47,1,"white",50,52,45000,0,0,1,0,0,0
45,0,"white",40,52,35000,0,0,1,0,0,0
34,0,"white",40,52,0,0,0,0,1,0,0
41,1,"white",30,52,67000,0,0,0,0,1,0
58,0,"black",79,52,59000,0,1,0,0,0,0
49,1,"white",NA,52,129500,0,0,0,1,0,0
47,0,"white",40,52,90000,0,0,0,0,0,1
37,1,"black",40,50,55200,0,0,0,1,0,0
36,0,"black",40,52,35000,0,0,1,0,0,0
59,1,"white",0,0,0,0,0,0,1,0,0
50,0,"white",0,0,0,1,0,0,0,0,0
53,1,"white",45,52,72000,0,0,1,0,0,0
53,0,"white",40,52,30000,0,0,1,0,0,0
28,1,"white",55,52,61000,0,0,0,1,0,0
37,1,"white",50,3,97000,0,0,0,1,0,0
32,0,"white",0,0,0,0,0,0,0,0,1
58,0,"native",0,0,0,0,0,0,1,0,0
60,1,"white",54,40,36000,0,0,0,1,0,0
38,1,"white",NA,52,0,1,0,0,0,0,0
54,0,"asian/pacific",NA,52,90000,0,0,0,0,0,1
40,1,"white",60,52,51000,0,0,1,0,0,0
36,0,"white",40,52,45000,0,0,0,1,0,0
47,1,"white",50,52,0,0,0,0,0,0,1
49,0,"white",0,0,0,0,0,1,0,0,0
47,1,"white",38,52,65000,0,0,0,0,1,0
43,0,"white",38,52,65000,0,0,0,0,1,0
51,1,"black",40,52,91000,0,0,0,1,0,0
47,0,"black",40,52,45000,0,0,0,0,1,0
64,0,"black",10,52,7000,0,0,1,0,0,0
61,0,"white",NA,4,5000,0,0,0,0,1,0
55,1,"white",40,52,50000,0,0,0,1,0,0
53,0,"white",40,52,45002,0,0,0,1,0,0
29,0,"white",40,52,40000,0,0,0,0,1,0
41,0,"white",NA,52,50000,0,0,0,0,1,0
36,0,"white",NA,29,80000,0,0,0,0,0,1
62,1,"white",0,0,0,0,0,0,1,0,0
62,0,"white",40,52,48000,0,0,0,1,0,0
32,1,"black",50,52,42000,0,0,0,1,0,0
27,0,"black",40,52,23000,0,0,0,1,0,0
60,0,"white",32,52,38000,0,0,0,1,0,0
60,1,"white",56,52,66000,0,0,1,0,0,0
56,0,"white",40,51,20000,0,0,1,0,0,0
62,0,"white",0,0,0,0,1,0,0,0,0
50,1,"white",0,0,0,0,0,0,0,0,1
46,0,"white",0,0,0,0,0,0,0,0,1
34,1,"white",0,0,0,0,0,0,1,0,0
57,1,"white",0,0,0,0,0,0,0,0,1
38,1,"white",0,0,0,0,0,0,1,0,0
31,0,"white",0,0,0,0,0,0,1,0,0
60,1,"white",40,52,82000,0,0,0,0,0,1
59,0,"white",40,52,32000,0,0,0,0,0,1
62,0,"white",35,52,15000,0,0,0,0,1,0
43,0,"black",40,52,50000,0,0,0,1,0,0
49,1,"black",40,52,70000,0,0,0,1,0,0
32,1,"white",40,52,59113,0,0,0,0,1,0
28,0,"white",40,52,37000,0,0,0,0,1,0
33,0,"white",40,50,45000,0,0,0,0,0,1
30,1,"white",50,52,38000,0,0,0,1,0,0
26,1,"white",40,52,85000,0,0,0,0,1,0
26,0,"white",16,52,38000,0,0,0,0,1,0
42,1,"white",40,52,80000,0,0,0,0,0,1
35,0,"multiple/other",20,35,0,0,0,0,0,0,1
35,0,"multiple/other",NA,32,45000,0,0,0,0,1,0
40,1,"white",60,34,74500,0,0,0,0,0,1
63,1,"white",0,0,0,0,0,0,0,0,1
31,0,"white",40,52,25000,0,0,0,1,0,0
56,0,"white",15,52,8000,0,0,0,1,0,0
29,1,"white",45,52,15000,0,0,0,0,1,0
53,1,"white",40,52,1e+05,0,0,0,0,0,1
52,0,"white",43,52,48000,0,0,0,0,0,1
40,1,"white",40,52,33002,0,0,1,0,0,0
39,0,"white",40,52,25000,0,0,1,0,0,0
35,0,"white",0,0,0,0,0,1,0,0,0
54,1,"white",NA,48,78000,0,0,0,0,1,0
51,0,"white",NA,50,80000,0,0,0,1,0,0
45,1,"white",0,0,0,0,0,1,0,0,0
44,0,"white",60,52,18000,0,0,1,0,0,0
60,0,"white",50,52,45000,0,0,0,0,0,1
59,1,"white",40,52,40000,0,0,1,0,0,0
25,1,"white",35,52,35000,0,0,0,1,0,0
49,0,"white",45,52,50000,0,0,0,0,1,0
45,1,"white",40,52,45000,0,0,0,1,0,0
64,0,"white",0,0,0,0,0,0,1,0,0
34,0,"black",40,52,62000,0,0,0,1,0,0
35,1,"white",45,48,63400,0,0,0,1,0,0
30,0,"white",40,48,66000,0,0,0,0,0,1
64,1,"white",NA,52,160000,0,0,0,0,0,1
55,0,"white",45,52,39000,0,0,0,0,0,1
41,0,"black",40,52,65000,0,0,0,0,0,1
41,0,"white",40,52,38000,0,0,0,1,0,0
61,1,"white",50,52,125000,0,0,0,0,0,1
57,0,"white",8,36,5000,0,0,0,1,0,0
56,1,"white",40,52,56000,0,0,1,0,0,0
42,1,"white",40,52,50000,0,0,1,0,0,0
54,0,"white",0,0,0,0,1,0,0,0,0
48,0,"white",0,0,0,0,0,1,0,0,0
50,1,"white",NA,16,0,0,0,1,0,0,0
51,1,"black",0,0,0,0,0,0,1,0,0
53,1,"white",0,0,0,0,0,1,0,0,0
57,1,"white",0,0,0,0,0,1,0,0,0
63,1,"white",15,40,1e+05,0,0,0,0,1,0
59,0,"white",0,0,0,0,0,0,0,1,0
25,0,"white",40,52,42000,0,0,0,0,0,1
26,1,"white",40,40,0,0,0,0,1,0,0
56,1,"white",65,52,130000,0,0,0,0,1,0
57,0,"white",40,52,0,0,0,0,0,1,0
54,0,"black",NA,52,130000,0,0,0,0,1,0
54,0,"black",0,0,0,0,1,0,0,0,0
46,1,"white",40,40,1e+05,0,0,0,0,1,0
54,0,"white",40,52,20000,0,0,0,1,0,0
40,0,"white",40,52,92000,0,0,0,0,1,0
45,1,"white",40,52,40000,0,0,0,0,1,0
45,0,"white",0,0,0,0,0,0,1,0,0
25,0,"white",0,0,0,0,0,1,0,0,0
25,1,"white",NA,25,0,0,0,1,0,0,0
48,1,"black",40,52,42000,0,0,0,1,0,0
47,0,"black",0,0,0,0,0,0,0,0,1
62,1,"white",50,52,0,0,0,0,1,0,0
64,0,"black",40,52,58000,0,0,1,0,0,0
44,0,"white",40,52,35500,0,0,0,0,1,0
55,1,"white",40,52,115000,0,0,0,1,0,0
32,1,"white",NA,52,28000,0,0,1,0,0,0
33,0,"white",0,0,0,0,0,1,0,0,0
61,0,"white",40,52,127000,0,0,0,0,0,1
54,1,"white",15,52,0,0,0,0,0,0,1
43,0,"white",0,0,0,0,0,0,1,0,0
45,1,"white",50,52,218000,0,0,0,0,1,0
49,1,"white",40,52,45000,0,0,0,0,1,0
47,0,"white",30,52,0,0,0,0,0,1,0
47,1,"white",40,40,81600,0,0,0,0,1,0
44,0,"white",40,52,50000,0,0,0,0,0,1
46,1,"white",50,52,150000,0,0,0,0,0,1
44,0,"white",0,0,0,0,0,0,0,1,0
38,1,"white",40,50,0,0,0,1,0,0,0
36,0,"white",NA,16,467,0,0,0,1,0,0
35,0,"black",35,52,12000,0,1,0,0,0,0
41,0,"black",0,0,0,0,0,1,0,0,0
27,0,"black",40,52,21000,0,0,1,0,0,0
54,0,"black",0,0,0,0,1,0,0,0,0
29,1,"black",35,52,13000,0,0,0,1,0,0
42,0,"black",40,52,24960,0,0,1,0,0,0
52,0,"white",10,40,0,0,0,0,0,1,0
52,1,"white",50,52,80000,0,0,0,0,1,0
54,0,"black",0,0,0,0,1,0,0,0,0
57,1,"white",65,52,0,0,0,0,0,1,0
58,0,"white",40,40,60000,0,0,0,0,1,0
39,0,"white",NA,44,62000,0,0,0,0,1,0
41,1,"white",40,52,19200,0,0,1,0,0,0
36,1,"white",40,52,27300,0,0,1,0,0,0
36,1,"white",38,52,40000,0,0,0,1,0,0
33,0,"white",20,40,6800,0,0,0,1,0,0
30,1,"white",0,0,0,0,0,1,0,0,0
26,0,"black",0,0,0,0,0,0,1,0,0
26,1,"black",40,52,29000,0,0,0,1,0,0
25,0,"black",40,52,45000,0,0,0,0,0,1
34,0,"white",20,10,4000,0,0,0,0,1,0
36,1,"white",50,52,80000,0,0,0,0,0,1
31,0,"black",55,52,13000,0,1,0,0,0,0
52,0,"black",25,52,9000,0,0,1,0,0,0
57,0,"black",40,52,35000,0,0,1,0,0,0
59,0,"white",0,0,0,0,0,0,1,0,0
64,1,"white",0,0,0,0,0,0,0,1,0
40,0,"white",40,52,40000,0,0,0,1,0,0
63,1,"black",0,0,0,0,0,1,0,0,0
62,0,"black",40,52,104000,0,0,0,0,0,1
43,0,"black",46,36,84000,0,0,1,0,0,0
37,1,"black",0,0,0,0,0,1,0,0,0
45,1,"white",45,52,115000,0,0,0,1,0,0
43,0,"white",0,0,0,0,0,1,0,0,0
37,1,"white",56,52,40000,1,0,0,0,0,0
36,0,"white",0,0,0,1,0,0,0,0,0
61,0,"white",40,52,26000,1,0,0,0,0,0
62,1,"white",40,52,20000,1,0,0,0,0,0
27,1,"multiple/other",40,52,15000,0,0,1,0,0,0
47,1,"white",66,52,36000,1,0,0,0,0,0
38,0,"white",40,52,24000,1,0,0,0,0,0
57,1,"white",45,52,33280,0,1,0,0,0,0
57,0,"white",0,0,0,0,1,0,0,0,0
40,1,"white",NA,48,33000,0,0,1,0,0,0
56,0,"white",12,52,11000,0,0,0,1,0,0
44,1,"white",45,52,60000,0,1,0,0,0,0
43,0,"white",37,44,15400,0,0,1,0,0,0
47,1,"white",50,52,98000,0,0,0,1,0,0
47,0,"white",30,52,102000,0,0,0,1,0,0
43,0,"white",40,44,30000,0,0,1,0,0,0
45,1,"white",40,52,50000,0,0,1,0,0,0
45,0,"black",15,30,15000,0,1,0,0,0,0
49,0,"black",NA,32,42000,0,0,0,1,0,0
54,1,"black",NA,52,124000,0,0,0,0,0,1
43,0,"black",0,0,0,0,0,0,1,0,0
48,1,"black",40,52,40000,0,0,1,0,0,0
54,0,"black",40,52,70000,0,0,1,0,0,0
60,1,"black",40,52,40000,0,1,0,0,0,0
30,1,"black",36,36,15047,0,0,0,1,0,0
64,0,"black",40,52,37000,0,0,0,1,0,0
32,1,"black",40,52,45000,0,0,1,0,0,0
52,0,"white",50,52,60002,0,0,0,0,0,1
52,1,"white",50,52,60000,0,0,0,0,0,1
55,0,"multiple/other",0,0,0,0,1,0,0,0,0
58,0,"white",0,0,0,0,0,1,0,0,0
64,1,"white",60,52,90000,0,0,1,0,0,0
41,1,"white",50,52,30000,0,0,1,0,0,0
54,0,"white",NA,4,0,0,0,0,1,0,0
63,1,"white",NA,5,4000,0,0,0,0,0,1
32,0,"white",0,0,0,0,0,1,0,0,0
33,1,"white",NA,28,17000,0,1,0,0,0,0
45,1,"multiple/other",40,52,33000,0,1,0,0,0,0
43,0,"white",40,52,50000,0,0,0,1,0,0
40,1,"white",40,52,40600,0,0,0,0,1,0
39,1,"white",60,34,65000,0,0,0,0,1,0
51,1,"white",45,52,85000,0,0,0,1,0,0
51,0,"white",40,52,81000,0,0,0,0,1,0
56,1,"white",0,0,0,0,0,0,1,0,0
58,0,"white",0,0,0,0,1,0,0,0,0
57,0,"white",0,0,0,0,0,0,1,0,0
59,1,"white",0,0,0,0,0,0,1,0,0
57,0,"white",0,0,0,0,1,0,0,0,0
30,1,"white",0,0,0,0,1,0,0,0,0
26,0,"white",36,52,18720,0,0,0,1,0,0
54,1,"white",NA,52,30000,0,0,0,0,0,1
53,0,"white",42,49,25000,0,0,1,0,0,0
61,1,"white",45,52,68000,0,0,1,0,0,0
52,0,"white",NA,32,24025,0,0,1,0,0,0
45,1,"white",30,4,0,0,0,0,1,0,0
27,0,"white",43,35,16000,0,0,0,0,0,1
39,0,"white",52,52,60000,0,0,0,1,0,0
35,0,"white",60,52,55000,0,0,0,1,0,0
38,1,"white",45,44,65000,0,0,0,0,1,0
53,0,"black",40,52,26000,0,0,0,1,0,0
61,1,"black",0,0,0,0,0,1,0,0,0
28,0,"black",40,52,20000,0,0,0,1,0,0
41,1,"white",NA,40,31200,0,0,0,1,0,0
44,0,"white",20,24,9600,0,0,0,1,0,0
50,0,"white",40,52,72000,0,0,0,1,0,0
48,1,"white",60,52,83200,0,0,0,0,1,0
59,0,"white",25,50,0,0,0,0,0,1,0
61,0,"white",0,0,0,0,0,0,0,0,1
64,0,"white",40,51,20000,0,0,0,1,0,0
64,0,"white",60,52,70000,0,0,0,1,0,0
51,0,"white",40,52,85000,0,0,0,0,0,1
46,0,"white",80,52,2000,0,0,0,1,0,0
59,0,"white",0,0,0,0,0,1,0,0,0
60,1,"white",NA,44,110000,0,0,0,0,1,0
58,0,"white",0,0,0,0,0,0,0,1,0
27,1,"black",0,0,0,0,0,1,0,0,0
61,0,"white",38,52,0,0,0,0,0,1,0
64,0,"white",0,0,0,0,0,0,0,0,1
38,0,"black",0,0,0,0,0,0,1,0,0
55,1,"white",50,52,88000,0,0,0,1,0,0
55,0,"white",10,52,0,0,0,0,0,1,0
38,1,"asian/pacific",NA,52,70000,0,0,0,0,1,0
37,0,"white",0,0,0,0,0,0,1,0,0
28,1,"white",NA,52,50000,0,0,0,1,0,0
32,0,"white",0,0,0,0,0,0,0,1,0
39,1,"white",0,0,0,1,0,0,0,0,0
45,0,"white",0,0,0,1,0,0,0,0,0
55,1,"white",40,46,37000,0,0,0,1,0,0
50,0,"white",10,25,7000,0,0,0,0,1,0
52,0,"white",40,52,45000,0,0,0,1,0,0
40,1,"white",40,48,45000,0,1,0,0,0,0
30,0,"white",40,52,50000,0,0,1,0,0,0
26,0,"white",6,20,700,0,0,0,0,1,0
49,0,"white",15,52,0,0,0,0,0,1,0
46,1,"white",50,52,85000,0,0,0,0,0,1
60,0,"black",40,52,32000,0,0,0,0,1,0
60,1,"black",40,52,26000,0,0,1,0,0,0
38,0,"black",40,52,7000,0,0,1,0,0,0
36,1,"black",40,52,37000,0,1,0,0,0,0
64,0,"black",0,0,0,0,1,0,0,0,0
33,0,"black",0,0,0,0,0,1,0,0,0
37,0,"black",40,52,22500,0,0,0,1,0,0
32,1,"black",40,52,150000,0,0,0,0,1,0
34,1,"white",NA,52,65000,0,0,0,0,1,0
32,0,"white",40,52,42000,0,0,0,0,1,0
42,1,"white",NA,52,48000,0,0,0,0,0,1
42,0,"white",42,52,24000,0,0,0,1,0,0
62,0,"black",0,0,0,0,0,1,0,0,0
42,0,"black",0,0,0,0,0,1,0,0,0
25,1,"black",40,52,22880,0,0,1,0,0,0
54,1,"black",0,0,0,0,0,0,1,0,0
54,0,"black",40,40,20000,0,0,0,0,1,0
39,1,"black",40,52,21800,0,0,0,1,0,0
46,0,"black",56,51,15000,0,0,1,0,0,0
59,1,"black",NA,52,0,0,0,0,0,1,0
49,0,"black",40,52,36000,0,0,0,0,1,0
28,0,"white",NA,50,36500,0,0,0,0,1,0
64,0,"white",NA,26,3600,0,0,1,0,0,0
37,1,"white",0,0,0,0,0,1,0,0,0
36,0,"white",NA,52,12500,0,0,1,0,0,0
27,0,"white",40,52,25000,0,0,0,1,0,0
37,1,"black",NA,15,7000,0,0,1,0,0,0
56,0,"white",38,52,54600,0,0,0,1,0,0
30,1,"white",40,52,19000,0,0,1,0,0,0
54,0,"white",0,0,0,0,0,1,0,0,0
32,0,"white",36,52,26000,0,0,1,0,0,0
33,0,"white",40,40,7500,0,0,0,1,0,0
53,0,"white",0,0,0,0,0,1,0,0,0
57,1,"white",NA,52,42000,0,0,0,1,0,0
28,0,"white",15,52,7000,0,0,1,0,0,0
29,1,"white",40,52,55000,0,0,1,0,0,0
59,0,"white",NA,52,70000,0,0,0,0,0,1
62,1,"white",0,0,0,0,0,0,0,1,0
62,0,"white",0,0,0,0,0,0,0,1,0
55,0,"white",0,0,0,0,0,1,0,0,0
29,1,"native",0,0,0,0,0,1,0,0,0
55,1,"white",NA,20,0,0,0,1,0,0,0
53,0,"white",0,0,0,0,0,1,0,0,0
64,1,"white",0,0,0,0,0,1,0,0,0
41,0,"white",40,52,51600,0,0,1,0,0,0
41,1,"white",NA,52,48000,0,0,0,1,0,0
63,0,"white",0,0,0,0,0,1,0,0,0
45,0,"white",0,0,0,0,0,1,0,0,0
51,1,"white",NA,52,70000,0,0,0,0,0,1
50,0,"asian/pacific",NA,52,75000,0,0,0,0,0,1
62,1,"white",0,0,0,0,0,0,1,0,0
48,0,"white",60,52,55000,0,0,0,0,0,1
40,0,"white",NA,12,300,0,0,1,0,0,0
59,1,"white",0,0,0,0,1,0,0,0,0
39,0,"white",40,52,30000,0,0,0,1,0,0
27,0,"white",42,52,17000,0,0,0,1,0,0
50,0,"white",0,0,0,0,0,0,0,1,0
48,1,"white",60,52,7e+05,0,0,0,0,0,1
54,1,"white",0,0,0,0,1,0,0,0,0
43,1,"white",60,52,50000,0,0,0,0,0,1
43,0,"white",40,52,45000,0,0,0,0,0,1
49,0,"white",35,52,35000,0,0,1,0,0,0
53,1,"white",60,36,29000,0,0,1,0,0,0
47,0,"white",NA,52,22000,0,0,0,0,1,0
50,1,"white",40,52,44000,0,0,0,0,1,0
55,1,"white",45,1,384,0,0,1,0,0,0
55,0,"white",40,52,46000,0,0,0,0,1,0
42,0,"black",40,52,38000,0,0,0,0,1,0
39,0,"white",40,52,40000,0,0,0,0,1,0
48,1,"white",NA,52,68000,0,0,0,1,0,0
39,1,"white",40,52,31000,0,0,0,1,0,0
36,0,"white",40,52,35000,0,0,0,1,0,0
53,1,"black",0,0,0,0,0,0,1,0,0
46,0,"white",40,52,40000,0,0,0,0,0,1
27,1,"white",50,52,50000,0,0,1,0,0,0
25,0,"white",40,52,20000,0,0,1,0,0,0
49,0,"white",40,52,0,0,0,1,0,0,0
42,1,"white",40,52,0,0,0,1,0,0,0
41,0,"white",NA,49,25000,0,0,1,0,0,0
48,1,"white",NA,49,60000,0,0,0,1,0,0
46,0,"white",NA,32,27000,0,0,1,0,0,0
51,1,"white",NA,40,40000,0,0,1,0,0,0
53,0,"white",20,52,16000,0,0,0,1,0,0
55,1,"white",NA,46,37000,0,0,0,1,0,0
39,1,"white",35,50,29000,0,0,0,1,0,0
29,0,"white",30,52,31000,0,0,1,0,0,0
36,0,"white",32,52,28000,0,0,0,0,1,0
27,0,"asian/pacific",35,35,24022,0,0,0,0,1,0
28,1,"white",NA,10,400,0,0,0,1,0,0
47,0,"white",0,0,0,0,0,0,0,1,0
52,1,"white",40,52,140000,0,0,0,0,1,0
54,1,"white",0,0,0,0,0,1,0,0,0
46,0,"white",0,0,0,0,0,1,0,0,0
58,0,"black",65,52,15000,0,0,0,1,0,0
28,0,"black",40,52,40000,0,0,0,0,1,0
29,1,"black",40,52,15000,0,0,1,0,0,0
31,0,"white",0,0,0,0,0,1,0,0,0
37,1,"white",45,52,0,0,1,0,0,0,0
47,0,"black",0,0,0,0,0,1,0,0,0
27,0,"white",60,52,37000,0,0,0,0,0,1
26,1,"white",36,52,36000,0,0,0,1,0,0
34,0,"white",42,52,53000,0,0,0,0,1,0
42,1,"white",40,52,44000,0,0,0,1,0,0
41,0,"white",40,52,50000,0,0,0,0,1,0
39,0,"white",40,52,35000,0,0,0,1,0,0
38,1,"white",45,52,65000,0,0,1,0,0,0
61,0,"white",0,0,0,0,0,0,1,0,0
64,0,"white",0,0,0,0,0,1,0,0,0
38,1,"white",47,52,80000,0,0,1,0,0,0
25,0,"black",NA,26,6240,0,0,1,0,0,0
30,1,"white",43,52,53000,0,0,0,1,0,0
30,0,"white",0,0,0,0,0,0,0,1,0
33,1,"white",50,52,60000,0,0,0,0,1,0
38,1,"asian/pacific",40,52,24000,0,0,1,0,0,0
35,0,"asian/pacific",40,52,30000,0,0,0,1,0,0
59,0,"black",0,0,0,0,0,0,1,0,0
52,1,"white",40,30,45000,0,0,0,1,0,0
25,1,"white",25,52,22000,0,0,0,1,0,0
52,1,"white",45,42,58557,0,0,1,0,0,0
39,0,"white",0,0,0,0,0,0,1,0,0
53,1,"black",40,52,40000,0,0,1,0,0,0
50,1,"white",70,52,190000,0,0,0,0,1,0
49,0,"white",0,0,0,0,0,0,0,1,0
60,0,"white",0,0,0,0,1,0,0,0,0
58,1,"white",0,0,0,0,0,1,0,0,0
38,1,"white",40,52,30000,0,1,0,0,0,0
64,0,"black",0,0,0,0,0,0,1,0,0
34,1,"black",NA,52,23090,0,0,0,1,0,0
44,1,"white",45,52,38000,0,0,1,0,0,0
40,0,"white",40,52,41000,0,0,1,0,0,0
33,0,"black",40,26,18000,0,1,0,0,0,0
41,0,"black",40,52,40000,0,0,0,1,0,0
43,1,"black",60,46,60000,0,0,0,1,0,0
64,0,"white",0,0,0,0,0,1,0,0,0
52,0,"black",63,26,40000,0,0,1,0,0,0
34,0,"black",54,52,37500,0,0,0,1,0,0
29,1,"white",40,52,33000,0,1,0,0,0,0
46,0,"black",40,52,62000,0,0,0,1,0,0
45,1,"black",40,52,40000,0,0,1,0,0,0
50,0,"white",50,52,87500,0,0,1,0,0,0
45,1,"black",40,52,35360,0,0,1,0,0,0
36,0,"black",45,52,38000,0,0,0,0,0,1
59,1,"white",40,52,52000,0,0,1,0,0,0
52,0,"black",40,26,40000,0,0,1,0,0,0
25,1,"white",20,52,3e+05,0,1,0,0,0,0
38,0,"white",40,35,17000,0,0,1,0,0,0
38,1,"white",50,52,35000,0,0,0,1,0,0
29,1,"white",45,52,340000,0,0,0,0,1,0
30,0,"white",NA,48,120000,0,0,0,0,1,0
64,1,"white",40,52,0,0,0,1,0,0,0
63,0,"white",40,52,35000,0,0,0,1,0,0
26,0,"white",0,0,0,0,0,0,0,1,0
40,1,"white",60,52,40000,0,0,0,0,0,1
35,0,"white",0,0,0,0,0,0,0,0,1
52,1,"white",45,42,58557,0,0,1,0,0,0
25,0,"white",44,52,50000,0,0,0,0,1,0
48,0,"black",0,0,0,0,1,0,0,0,0
46,0,"black",40,52,45000,0,0,0,0,1,0
32,0,"black",40,52,80000,0,0,0,1,0,0
48,0,"white",17,26,4000,0,0,0,0,1,0
33,0,"white",0,0,0,0,0,0,0,1,0
30,1,"white",12,52,20002,0,0,0,0,1,0
32,0,"white",0,0,0,0,0,0,0,1,0
30,1,"white",NA,52,13000,0,0,1,0,0,0
46,1,"white",0,0,0,0,0,0,0,1,0
62,1,"asian/pacific",40,52,34000,0,0,1,0,0,0
60,0,"asian/pacific",40,52,27000,1,0,0,0,0,0
38,1,"asian/pacific",0,0,0,0,0,1,0,0,0
34,0,"asian/pacific",40,52,24960,0,0,0,1,0,0
38,0,"black",40,52,40000,0,0,0,0,0,1
43,1,"black",40,52,25000,0,0,1,0,0,0
38,0,"black",56,46,27500,0,0,0,1,0,0
45,1,"white",55,52,60000,0,0,1,0,0,0
41,0,"white",40,52,40000,0,0,1,0,0,0
55,0,"white",0,0,0,0,0,0,0,1,0
62,0,"black",0,0,0,0,0,1,0,0,0
48,0,"black",50,44,6480,0,0,0,1,0,0
58,1,"black",40,8,7200,0,0,0,0,1,0
30,0,"black",13,12,1560,0,1,0,0,0,0
51,1,"black",40,52,40560,0,0,1,0,0,0
63,1,"asian/pacific",40,52,30000,0,0,1,0,0,0
51,0,"asian/pacific",40,52,30000,0,0,0,1,0,0
27,0,"asian/pacific",40,52,30000,0,0,0,0,1,0
44,1,"white",40,48,40800,0,0,0,0,1,0
45,0,"white",8,32,6654,0,0,0,0,0,1
47,1,"white",40,52,122000,0,0,0,1,0,0
41,0,"black",40,52,55000,0,0,0,1,0,0
60,0,"black",0,0,0,0,0,0,0,1,0
34,0,"white",40,52,55000,0,0,0,0,1,0
33,1,"white",45,52,140000,0,0,0,1,0,0
34,1,"white",42,52,40000,0,0,0,0,1,0
37,0,"white",44,52,39000,0,0,0,1,0,0
48,0,"white",40,52,87000,0,0,0,1,0,0
63,0,"black",40,52,21216,0,0,1,0,0,0
50,0,"white",0,0,0,1,0,0,0,0,0
52,1,"white",52,39,25000,0,0,1,0,0,0
35,0,"white",26,52,12000,0,0,0,1,0,0
30,1,"white",40,52,40000,0,0,0,1,0,0
28,0,"white",40,52,25000,0,0,1,0,0,0
55,1,"white",0,0,0,0,0,0,0,0,1
59,0,"white",40,52,30002,0,0,0,0,1,0
50,0,"white",0,0,0,0,0,1,0,0,0
51,0,"black",0,0,0,0,0,1,0,0,0
29,0,"black",0,0,0,0,0,1,0,0,0
43,0,"black",50,52,65000,0,0,1,0,0,0
47,0,"white",0,0,0,0,1,0,0,0,0
59,1,"white",40,52,62002,0,0,0,1,0,0
52,0,"white",40,52,18002,0,1,0,0,0,0
49,0,"white",45,52,5250,0,0,0,1,0,0
35,0,"white",0,0,0,1,0,0,0,0,0
33,1,"white",NA,8,3002,0,1,0,0,0,0
47,0,"black",0,0,0,0,0,1,0,0,0
29,0,"white",40,52,15740,0,0,1,0,0,0
41,0,"white",48,52,0,1,0,0,0,0,0
40,1,"white",48,52,0,0,1,0,0,0,0
46,1,"white",40,52,53000,0,0,1,0,0,0
43,0,"white",40,52,40002,0,0,1,0,0,0
34,0,"white",40,52,22000,0,0,0,1,0,0
35,1,"white",40,52,45000,0,0,1,0,0,0
60,1,"white",0,0,0,1,0,0,0,0,0
53,1,"white",0,0,0,1,0,0,0,0,0
29,1,"white",40,52,30000,0,0,1,0,0,0
30,0,"white",0,0,0,0,0,1,0,0,0
37,0,"black",0,0,0,0,1,0,0,0,0
60,0,"black",0,0,0,0,0,1,0,0,0
57,0,"black",0,0,0,0,0,1,0,0,0
41,1,"black",0,0,0,0,0,1,0,0,0
41,1,"black",0,0,0,0,1,0,0,0,0
54,0,"black",70,52,30000,0,0,0,1,0,0
55,0,"black",40,52,18500,0,0,0,1,0,0
61,0,"black",0,0,0,0,0,1,0,0,0
44,0,"black",NA,4,544,0,0,1,0,0,0
50,1,"black",65,52,50000,0,0,1,0,0,0
54,1,"black",40,52,15000,0,0,1,0,0,0
44,0,"black",0,0,0,0,1,0,0,0,0
39,0,"black",48,52,10190,0,1,0,0,0,0
37,1,"white",40,52,48000,0,0,0,1,0,0
39,0,"white",0,0,0,0,0,0,1,0,0
62,0,"black",0,0,0,0,0,0,1,0,0
61,0,"black",NA,52,23000,0,1,0,0,0,0
37,1,"white",55,52,1e+05,0,0,0,1,0,0
36,0,"white",NA,52,65000,0,0,0,1,0,0
60,0,"black",37,52,22000,0,0,1,0,0,0
42,0,"black",4,52,50000,0,0,0,0,1,0
44,1,"black",NA,48,80000,0,0,1,0,0,0
60,0,"black",0,0,0,0,0,0,0,1,0
55,0,"black",40,52,75000,0,0,1,0,0,0
49,1,"black",16,52,12800,0,0,1,0,0,0
57,0,"white",0,0,0,0,0,1,0,0,0
35,0,"white",0,0,0,0,0,0,0,1,0
64,0,"black",0,0,0,0,1,0,0,0,0
30,1,"black",0,0,0,0,0,1,0,0,0
30,1,"black",NA,32,14000,0,0,1,0,0,0
25,1,"black",40,52,30000,0,0,1,0,0,0
51,0,"white",0,0,0,0,0,1,0,0,0
51,1,"white",40,52,24000,0,0,1,0,0,0
62,1,"black",0,0,0,0,0,1,0,0,0
51,0,"black",10,4,1900,0,0,0,1,0,0
38,1,"white",55,52,23500,0,0,0,1,0,0
27,0,"white",32,52,15000,0,0,0,1,0,0
52,0,"black",NA,52,20000,0,0,0,1,0,0
30,0,"black",40,52,30000,0,0,1,0,0,0
50,0,"white",0,0,0,0,0,0,0,1,0
59,0,"white",40,52,40000,0,0,0,1,0,0
57,1,"black",40,52,30000,0,0,1,0,0,0
49,0,"black",40,52,16000,0,0,0,1,0,0
60,1,"black",0,0,0,0,0,1,0,0,0
